date_of_trip,Member type,count
2013-07-29,Member,7328
2013-07-30,Casual,1955
2013-07-30,Member,7923
2013-07-31,Casual,1468
2013-07-31,Member,7234
2013-08-01,Casual,1178
2013-08-01,Member,6577
2013-08-02,Casual,2358
2013-08-02,Member,7456
2013-08-03,Casual,3315
2013-08-03,Member,5135
2013-08-04,Casual,4317
2013-08-04,Member,6080
2013-08-05,Casual,2344
2013-08-05,Member,7709
2013-08-06,Casual,1547
2013-08-06,Member,6835
2013-08-07,Casual,1931
2013-08-07,Member,7788
2013-08-08,Casual,1538
2013-08-08,Member,7330
2013-08-09,Casual,2152
2013-08-09,Member,7309
2013-08-09,Unknown,1
2013-08-10,Casual,4129
2013-08-10,Member,5918
2013-08-11,Casual,3875
2013-08-11,Member,5610
2013-08-12,Casual,2154
2013-08-12,Member,7327
2013-08-13,Casual,1590
2013-08-13,Member,6713
2013-08-14,Casual,1997
2013-08-14,Member,8394
2013-08-14,Unknown,1
2013-08-15,Casual,2191
2013-08-15,Member,8438
2013-08-16,Casual,2794
2013-08-16,Member,7969
2013-08-17,Casual,4739
2013-08-17,Member,6303
2013-08-18,Casual,1749
2013-08-18,Member,4004
2013-08-19,Casual,1847
2013-08-19,Member,7121
2013-08-20,Casual,1725
2013-08-20,Member,7854
2013-08-21,Casual,1647
2013-08-21,Member,7493
2013-08-22,Casual,1862
2013-08-22,Member,7681
2013-08-23,Casual,1158
2013-08-23,Member,6467
2013-08-24,Casual,3782
2013-08-24,Member,7062
2013-08-25,Casual,3327
2013-08-25,Member,6154
2013-08-26,Casual,1687
2013-08-26,Member,7582
2013-08-27,Casual,1538
2013-08-27,Member,7968
2013-08-28,Casual,993
2013-08-28,Member,6643
2013-08-29,Casual,1646
2013-08-29,Member,7697
2013-08-30,Casual,2306
2013-08-30,Member,7355
2013-08-31,Casual,4365
2013-08-31,Member,5038
2013-09-01,Casual,4698
2013-09-01,Member,4518
2013-09-02,Casual,3201
2013-09-02,Member,4824
2013-09-03,Casual,1375
2013-09-03,Member,7435
2013-09-04,Casual,1532
2013-09-04,Member,8202
2013-09-05,Casual,1575
2013-09-05,Member,8343
2013-09-06,Casual,1814
2013-09-06,Member,8327
2013-09-06,Unknown,1
2013-09-07,Casual,3211
2013-09-07,Member,6907
2013-09-08,Casual,3033
2013-09-08,Member,6367
2013-09-09,Casual,1381
2013-09-09,Member,7675
2013-09-10,Casual,1435
2013-09-10,Member,7995
2013-09-10,Unknown,2
2013-09-11,Casual,1271
2013-09-11,Member,7904
2013-09-12,Casual,946
2013-09-12,Member,6035
2013-09-13,Casual,1589
2013-09-13,Member,8342
2013-09-14,Casual,3943
2013-09-14,Member,7188
2013-09-15,Casual,3201
2013-09-15,Member,6547
2013-09-16,Casual,1084
2013-09-16,Member,7184
2013-09-17,Casual,1269
2013-09-17,Member,8567
2013-09-18,Casual,1298
2013-09-18,Member,8654
2013-09-19,Casual,1637
2013-09-19,Member,8723
2013-09-20,Casual,1909
2013-09-20,Member,8636
2013-09-21,Casual,2149
2013-09-21,Member,4691
2013-09-22,Casual,2749
2013-09-22,Member,6590
2013-09-23,Casual,1272
2013-09-23,Member,7709
2013-09-24,Casual,1144
2013-09-24,Member,8345
2013-09-25,Casual,1169
2013-09-25,Member,8355
2013-09-26,Casual,1293
2013-09-26,Member,8495
2013-09-27,Casual,1634
2013-09-27,Member,8224
2013-09-28,Casual,3502
2013-09-28,Member,6555
2013-09-29,Casual,3080
2013-09-29,Member,6171
2013-09-30,Casual,1338
2013-09-30,Member,7694
2013-10-01,Casual,1339
2013-10-01,Member,8916
2013-10-02,Casual,1289
2013-10-02,Member,8960
2013-10-03,Casual,1248
2013-10-03,Member,8811
2013-10-04,Casual,1667
2013-10-04,Member,8491
2013-10-05,Casual,3401
2013-10-05,Member,7055
2013-10-06,Casual,2992
2013-10-06,Member,6658
2013-10-07,Casual,420
2013-10-07,Member,5377
2013-10-08,Casual,1278
2013-10-08,Member,8551
2013-10-09,Casual,757
2013-10-09,Member,5603
2013-10-10,Casual,180
2013-10-10,Member,2311
2013-10-11,Casual,117
2013-10-11,Member,1658
2013-10-12,Casual,1299
2013-10-12,Member,3892
2013-10-13,Casual,1523
2013-10-13,Member,4415
2013-10-14,Casual,1830
2013-10-14,Member,6988
2013-10-15,Casual,1031
2013-10-15,Member,8241
2013-10-16,Casual,1113
2013-10-16,Member,8516
2013-10-17,Casual,1049
2013-10-17,Member,8419
2013-10-18,Casual,1870
2013-10-18,Member,8386
2013-10-19,Casual,3190
2013-10-19,Member,6119
2013-10-20,Casual,2541
2013-10-20,Member,5952
2013-10-21,Casual,1331
2013-10-21,Member,7625
2013-10-22,Casual,736
2013-10-22,Member,8254
2013-10-23,Casual,616
2013-10-23,Member,7268
2013-10-24,Casual,591
2013-10-24,Member,7232
2013-10-25,Casual,913
2013-10-25,Member,6953
2013-10-26,Casual,2195
2013-10-26,Member,5711
2013-10-27,Casual,2380
2013-10-27,Member,5537
2013-10-28,Casual,1177
2013-10-28,Member,7338
2013-10-29,Casual,963
2013-10-29,Member,7986
2013-10-30,Casual,806
2013-10-30,Member,7249
2013-10-31,Casual,723
2013-10-31,Member,7612
2013-11-01,Casual,921
2013-11-01,Member,7125
2013-11-02,Casual,2866
2013-11-02,Member,6507
2013-11-02,Unknown,1
2013-11-03,Casual,2115
2013-11-03,Member,5537
2013-11-04,Casual,554
2013-11-04,Member,6300
2013-11-05,Casual,670
2013-11-05,Member,7482
2013-11-06,Casual,797
2013-11-06,Member,7982
2013-11-06,Unknown,1
2013-11-07,Casual,485
2013-11-07,Member,7489
2013-11-08,Casual,727
2013-11-08,Member,6781
2013-11-09,Casual,2191
2013-11-09,Member,5350
2013-11-10,Casual,2067
2013-11-10,Member,5110
2013-11-11,Casual,972
2013-11-11,Member,6216
2013-11-12,Casual,262
2013-11-12,Member,5850
2013-11-13,Casual,280
2013-11-13,Member,6186
2013-11-14,Casual,378
2013-11-14,Member,6895
2013-11-15,Casual,782
2013-11-15,Member,6889
2013-11-16,Casual,1529
2013-11-16,Member,5275
2013-11-17,Casual,1446
2013-11-17,Member,5499
2013-11-18,Casual,707
2013-11-18,Member,7546
2013-11-19,Casual,426
2013-11-19,Member,7019
2013-11-20,Casual,452
2013-11-20,Member,6888
2013-11-21,Casual,471
2013-11-21,Member,7050
2013-11-22,Casual,719
2013-11-22,Member,7427
2013-11-23,Casual,1267
2013-11-23,Member,4867
2013-11-24,Casual,370
2013-11-24,Member,2823
2013-11-25,Casual,310
2013-11-25,Member,4950
2013-11-26,Casual,51
2013-11-26,Member,1822
2013-11-27,Casual,44
2013-11-27,Member,2196
2013-11-28,Casual,388
2013-11-28,Member,1186
2013-11-29,Casual,722
2013-11-29,Member,2196
2013-11-30,Casual,784
2013-11-30,Member,2219
2013-12-01,Casual,662
2013-12-01,Member,3008
2013-12-02,Casual,284
2013-12-02,Member,6030
2013-12-03,Casual,416
2013-12-03,Member,7032
2013-12-03,Unknown,1
2013-12-04,Casual,437
2013-12-04,Member,7114
2013-12-05,Casual,582
2013-12-05,Member,7560
2013-12-06,Casual,145
2013-12-06,Member,2799
2013-12-07,Casual,593
2013-12-07,Member,4285
2013-12-08,Casual,88
2013-12-08,Member,1269
2013-12-09,Casual,67
2013-12-09,Member,3379
2013-12-10,Casual,99
2013-12-10,Member,2597
2013-12-11,Casual,224
2013-12-11,Member,5246
2013-12-12,Casual,158
2013-12-12,Member,4926
2013-12-13,Casual,246
2013-12-13,Member,5378
2013-12-14,Casual,253
2013-12-14,Member,2541
2013-12-15,Casual,539
2013-12-15,Member,3762
2013-12-16,Casual,239
2013-12-16,Member,5373
2013-12-17,Casual,202
2013-12-17,Member,5148
2013-12-18,Casual,292
2013-12-18,Member,5480
2013-12-19,Casual,481
2013-12-19,Member,6172
2013-12-20,Casual,580
2013-12-20,Member,5931
2013-12-21,Casual,1838
2013-12-21,Member,4592
2013-12-22,Casual,660
2013-12-22,Member,2170
2013-12-23,Casual,159
2013-12-23,Member,1843
2013-12-24,Casual,276
2013-12-24,Member,2069
2013-12-25,Casual,354
2013-12-25,Member,647
2013-12-26,Casual,425
2013-12-26,Member,2021
2013-12-27,Casual,800
2013-12-27,Member,2784
2013-12-28,Casual,1936
2013-12-28,Member,2485
2013-12-29,Casual,287
2013-12-29,Member,1154
2013-12-30,Casual,674
2013-12-30,Member,3682
2013-12-31,Casual,531
2013-12-31,Member,3595
2014-01-01,Casual,730
2014-01-01,Member,2281
2014-01-02,Casual,288
2014-01-02,Member,3028
2014-01-03,Casual,75
2014-01-03,Member,1533
2014-01-04,Casual,158
2014-01-04,Member,2084
2014-01-05,Casual,135
2014-01-05,Member,1925
2014-01-06,Casual,123
2014-01-06,Member,3384
2014-01-07,Casual,29
2014-01-07,Member,2253
2014-01-08,Casual,75
2014-01-08,Member,3780
2014-01-09,Casual,190
2014-01-09,Member,4758
2014-01-10,Casual,81
2014-01-10,Member,1762
2014-01-11,Casual,97
2014-01-11,Member,1858
2014-01-12,Casual,999
2014-01-12,Member,4414
2014-01-13,Casual,732
2014-01-13,Member,6129
2014-01-14,Casual,345
2014-01-14,Member,4714
2014-01-15,Casual,516
2014-01-15,Member,5943
2014-01-16,Casual,385
2014-01-16,Member,5631
2014-01-17,Casual,532
2014-01-17,Member,5606
2014-01-18,Casual,410
2014-01-18,Member,2889
2014-01-19,Casual,720
2014-01-19,Member,3379
2014-01-20,Casual,880
2014-01-20,Member,4436
2014-01-21,Casual,45
2014-01-21,Member,1702
2014-01-22,Casual,13
2014-01-22,Member,1413
2014-01-23,Casual,34
2014-01-23,Member,2392
2014-01-24,Casual,40
2014-01-24,Member,2583
2014-01-25,Casual,93
2014-01-25,Member,2166
2014-01-26,Casual,130
2014-01-26,Member,2424
2014-01-27,Casual,69
2014-01-27,Member,4415
2014-01-28,Casual,39
2014-01-28,Member,3090
2014-01-29,Casual,58
2014-01-29,Member,3102
2014-01-30,Casual,68
2014-01-30,Member,4110
2014-01-31,Casual,239
2014-01-31,Member,5185
2014-02-01,Casual,767
2014-02-01,Member,4575
2014-02-02,Casual,836
2014-02-02,Member,4587
2014-02-03,Casual,61
2014-02-03,Member,2401
2014-02-04,Casual,130
2014-02-04,Member,5047
2014-02-05,Casual,116
2014-02-05,Member,3630
2014-02-06,Casual,150
2014-02-06,Member,5026
2014-02-07,Casual,220
2014-02-07,Member,5174
2014-02-08,Casual,390
2014-02-08,Member,3647
2014-02-09,Casual,212
2014-02-09,Member,2908
2014-02-10,Casual,127
2014-02-10,Member,4304
2014-02-11,Casual,181
2014-02-11,Member,4566
2014-02-12,Casual,84
2014-02-12,Member,3861
2014-02-13,Casual,3
2014-02-13,Member,49
2014-02-14,Casual,73
2014-02-14,Member,1838
2014-02-15,Casual,139
2014-02-15,Member,1609
2014-02-16,Casual,384
2014-02-16,Member,2454
2014-02-17,Casual,330
2014-02-17,Member,2981
2014-02-18,Casual,269
2014-02-18,Member,4817
2014-02-19,Casual,244
2014-02-19,Member,5378
2014-02-20,Casual,429
2014-02-20,Member,6148
2014-02-21,Casual,346
2014-02-21,Member,5437
2014-02-22,Casual,1953
2014-02-22,Member,5864
2014-02-23,Casual,841
2014-02-23,Member,5224
2014-02-24,Casual,295
2014-02-24,Member,5101
2014-02-25,Casual,157
2014-02-25,Member,4404
2014-02-26,Casual,102
2014-02-26,Member,3819
2014-02-27,Casual,159
2014-02-27,Member,4723
2014-02-28,Casual,173
2014-02-28,Member,3920
2014-03-01,Casual,806
2014-03-01,Member,3754
2014-03-02,Casual,540
2014-03-02,Member,2953
2014-03-03,Casual,16
2014-03-03,Member,402
2014-03-04,Casual,62
2014-03-04,Member,2182
2014-03-05,Casual,237
2014-03-05,Member,4275
2014-03-06,Casual,240
2014-03-06,Member,4592
2014-03-07,Casual,256
2014-03-07,Member,4808
2014-03-08,Casual,2810
2014-03-08,Member,5606
2014-03-09,Casual,1488
2014-03-09,Member,4428
2014-03-10,Casual,844
2014-03-10,Member,5941
2014-03-11,Casual,1306
2014-03-11,Member,7054
2014-03-12,Casual,702
2014-03-12,Member,5527
2014-03-13,Casual,212
2014-03-13,Member,3772
2014-03-14,Casual,1119
2014-03-14,Member,5830
2014-03-15,Casual,3753
2014-03-15,Member,6591
2014-03-16,Casual,1262
2014-03-16,Member,3551
2014-03-17,Casual,61
2014-03-17,Member,1218
2014-03-18,Casual,219
2014-03-18,Member,4439
2014-03-19,Casual,112
2014-03-19,Member,3642
2014-03-20,Casual,797
2014-03-20,Member,6717
2014-03-21,Casual,1007
2014-03-21,Member,6670
2014-03-22,Casual,4709
2014-03-22,Member,6138
2014-03-23,Casual,1184
2014-03-23,Member,4129
2014-03-24,Casual,519
2014-03-24,Member,4822
2014-03-25,Casual,105
2014-03-25,Member,2987
2014-03-26,Casual,248
2014-03-26,Member,4685
2014-03-27,Casual,621
2014-03-27,Member,5828
2014-03-28,Casual,896
2014-03-28,Member,5774
2014-03-29,Casual,287
2014-03-29,Member,1975
2014-03-30,Casual,58
2014-03-30,Member,838
2014-03-31,Casual,1392
2014-03-31,Member,6766
2014-04-01,Casual,1507
2014-04-01,Member,7864
2014-04-02,Casual,1328
2014-04-02,Member,7558
2014-04-03,Casual,1432
2014-04-03,Member,7675
2014-04-04,Casual,1505
2014-04-04,Member,7372
2014-04-05,Casual,4624
2014-04-05,Member,6130
2014-04-06,Casual,3676
2014-04-06,Member,6141
2014-04-07,Casual,148
2014-04-07,Member,2653
2014-04-08,Casual,1097
2014-04-08,Member,7752
2014-04-09,Casual,1484
2014-04-09,Member,8388
2014-04-09,Unknown,1
2014-04-10,Casual,2347
2014-04-10,Member,8894
2014-04-11,Casual,2982
2014-04-11,Member,8450
2014-04-12,Casual,7918
2014-04-12,Member,7646
2014-04-13,Casual,7450
2014-04-13,Member,6969
2014-04-14,Casual,3082
2014-04-14,Member,7492
2014-04-15,Casual,190
2014-04-15,Member,1626
2014-04-16,Casual,1356
2014-04-16,Member,6415
2014-04-17,Casual,1515
2014-04-17,Member,7109
2014-04-18,Casual,2323
2014-04-18,Member,7018
2014-04-19,Casual,5910
2014-04-19,Member,6016
2014-04-20,Casual,4095
2014-04-20,Member,5418
2014-04-21,Casual,2029
2014-04-21,Member,7641
2014-04-22,Casual,1263
2014-04-22,Member,7845
2014-04-23,Casual,1201
2014-04-23,Member,7724
2014-04-24,Casual,1608
2014-04-24,Member,8196
2014-04-25,Casual,1548
2014-04-25,Member,6026
2014-04-26,Casual,4959
2014-04-26,Member,6551
2014-04-27,Casual,4496
2014-04-27,Member,6545
2014-04-28,Casual,1253
2014-04-28,Member,5162
2014-04-29,Casual,208
2014-04-29,Member,2907
2014-04-30,Casual,57
2014-04-30,Member,1736
2014-05-01,Casual,1272
2014-05-01,Member,8306
2014-05-02,Casual,1880
2014-05-02,Member,8453
2014-05-03,Casual,4209
2014-05-03,Member,6973
2014-05-04,Casual,3810
2014-05-04,Member,6702
2014-05-05,Casual,1398
2014-05-05,Member,6689
2014-05-06,Casual,1744
2014-05-06,Member,8659
2014-05-07,Casual,929
2014-05-07,Member,7633
2014-05-08,Casual,1559
2014-05-08,Member,8844
2014-05-08,Unknown,1
2014-05-09,Casual,2007
2014-05-09,Member,8402
2014-05-10,Casual,2588
2014-05-10,Member,5643
2014-05-11,Casual,4122
2014-05-11,Member,6847
2014-05-12,Casual,1736
2014-05-12,Member,7698
2014-05-13,Casual,1659
2014-05-13,Member,8271
2014-05-14,Casual,1533
2014-05-14,Member,8188
2014-05-15,Casual,1517
2014-05-15,Member,7883
2014-05-16,Casual,1548
2014-05-16,Member,6485
2014-05-17,Casual,4251
2014-05-17,Member,6952
2014-05-18,Casual,3609
2014-05-18,Member,6598
2014-05-19,Casual,2139
2014-05-19,Member,8294
2014-05-20,Casual,2067
2014-05-20,Member,8780
2014-05-21,Casual,1301
2014-05-21,Member,7202
2014-05-22,Casual,1845
2014-05-22,Member,8481
2014-05-23,Casual,2177
2014-05-23,Member,8222
2014-05-24,Casual,5142
2014-05-24,Member,5383
2014-05-25,Casual,6742
2014-05-25,Member,5343
2014-05-26,Casual,5030
2014-05-26,Member,5659
2014-05-27,Casual,1632
2014-05-27,Member,6589
2014-05-28,Casual,1497
2014-05-28,Member,8425
2014-05-29,Casual,548
2014-05-29,Member,4759
2014-05-30,Casual,2014
2014-05-30,Member,8791
2014-05-31,Casual,4526
2014-05-31,Member,7548
2014-06-01,Casual,3785
2014-06-01,Member,7147
2014-06-02,Casual,1863
2014-06-02,Member,8492
2014-06-03,Casual,1617
2014-06-03,Member,8750
2014-06-04,Casual,1509
2014-06-04,Member,8657
2014-06-05,Casual,1518
2014-06-05,Member,9219
2014-06-06,Casual,2183
2014-06-06,Member,9626
2014-06-07,Casual,4275
2014-06-07,Member,7565
2014-06-08,Casual,3843
2014-06-08,Member,6745
2014-06-09,Casual,2004
2014-06-09,Member,8492
2014-06-10,Casual,1470
2014-06-10,Member,8078
2014-06-11,Casual,1213
2014-06-11,Member,7399
2014-06-12,Casual,1167
2014-06-12,Member,8043
2014-06-13,Casual,1522
2014-06-13,Member,7935
2014-06-14,Casual,4318
2014-06-14,Member,7576
2014-06-15,Casual,3981
2014-06-15,Member,7055
2014-06-16,Casual,1923
2014-06-16,Member,8509
2014-06-17,Casual,1723
2014-06-17,Member,8783
2014-06-18,Casual,1536
2014-06-18,Member,8455
2014-06-19,Casual,1717
2014-06-19,Member,8707
2014-06-20,Casual,2443
2014-06-20,Member,9191
2014-06-21,Casual,3639
2014-06-21,Member,6167
2014-06-22,Casual,3812
2014-06-22,Member,7016
2014-06-23,Casual,2214
2014-06-23,Member,8624
2014-06-24,Casual,1958
2014-06-24,Member,9211
2014-06-25,Casual,1705
2014-06-25,Member,8490
2014-06-25,Unknown,1
2014-06-26,Casual,1737
2014-06-26,Member,9228
2014-06-27,Casual,2274
2014-06-27,Member,8365
2014-06-28,Casual,3934
2014-06-28,Member,6916
2014-06-29,Casual,4119
2014-06-29,Member,6659
2014-06-30,Casual,2069
2014-06-30,Member,8402
2014-07-01,Casual,1898
2014-07-01,Member,8604
2014-07-02,Casual,1691
2014-07-02,Member,7874
2014-07-03,Casual,1925
2014-07-03,Member,6673
2014-07-04,Casual,5997
2014-07-04,Member,5900
2014-07-05,Casual,7096
2014-07-05,Member,5730
2014-07-06,Casual,4972
2014-07-06,Member,5954
2014-07-07,Casual,2111
2014-07-07,Member,7942
2014-07-08,Casual,1383
2014-07-08,Member,7160
2014-07-09,Casual,1516
2014-07-09,Member,7283
2014-07-10,Casual,1543
2014-07-10,Member,7146
2014-07-11,Casual,2546
2014-07-11,Member,8683
2014-07-12,Casual,4894
2014-07-12,Member,6618
2014-07-13,Casual,3471
2014-07-13,Member,5870
2014-07-14,Casual,1885
2014-07-14,Member,6654
2014-07-15,Casual,1374
2014-07-15,Member,6478
2014-07-16,Casual,2282
2014-07-16,Member,9026
2014-07-17,Casual,2589
2014-07-17,Member,9021
2014-07-18,Casual,3126
2014-07-18,Member,8531
2014-07-19,Casual,5247
2014-07-19,Member,6517
2014-07-20,Casual,4664
2014-07-20,Member,6141
2014-07-21,Casual,2852
2014-07-21,Member,8177
2014-07-22,Casual,2612
2014-07-22,Member,8580
2014-07-23,Casual,2191
2014-07-23,Member,8030
2014-07-24,Casual,2398
2014-07-24,Member,8292
2014-07-25,Casual,3619
2014-07-25,Member,8692
2014-07-26,Casual,5559
2014-07-26,Member,6424
2014-07-27,Casual,4158
2014-07-27,Member,5847
2014-07-28,Casual,2621
2014-07-28,Member,8067
2014-07-29,Casual,2570
2014-07-29,Member,8788
2014-07-30,Casual,2477
2014-07-30,Member,8882
2014-07-31,Casual,2496
2014-07-31,Member,8486
2014-08-01,Casual,2210
2014-08-01,Member,7641
2014-08-01,Unknown,1
2014-08-02,Casual,5216
2014-08-02,Member,5621
2014-08-03,Casual,3925
2014-08-03,Member,5899
2014-08-04,Casual,2939
2014-08-04,Member,7948
2014-08-05,Casual,2546
2014-08-05,Member,8170
2014-08-06,Casual,2603
2014-08-06,Member,8348
2014-08-07,Casual,2579
2014-08-07,Member,8484
2014-08-08,Casual,3326
2014-08-08,Member,7948
2014-08-09,Casual,4724
2014-08-09,Member,5632
2014-08-10,Casual,4958
2014-08-10,Member,5721
2014-08-11,Casual,2776
2014-08-11,Member,6836
2014-08-12,Casual,880
2014-08-12,Member,5090
2014-08-12,Unknown,1
2014-08-13,Casual,2532
2014-08-13,Member,8350
2014-08-14,Casual,2660
2014-08-14,Member,8346
2014-08-15,Casual,3481
2014-08-15,Member,8461
2014-08-16,Casual,5827
2014-08-16,Member,6424
2014-08-17,Casual,4385
2014-08-17,Member,6203
2014-08-18,Casual,2514
2014-08-18,Member,8200
2014-08-19,Casual,1865
2014-08-19,Member,8665
2014-08-20,Casual,1928
2014-08-20,Member,7222
2014-08-21,Casual,2019
2014-08-21,Member,7716
2014-08-22,Casual,2205
2014-08-22,Member,8039
2014-08-23,Casual,2045
2014-08-23,Member,4386
2014-08-24,Casual,3841
2014-08-24,Member,6951
2014-08-25,Casual,2145
2014-08-25,Member,8599
2014-08-26,Casual,1921
2014-08-26,Member,8953
2014-08-27,Casual,2078
2014-08-27,Member,9060
2014-08-28,Casual,2016
2014-08-28,Member,9045
2014-08-29,Casual,2847
2014-08-29,Member,8765
2014-08-30,Casual,4945
2014-08-30,Member,5269
2014-08-31,Casual,4547
2014-08-31,Member,4393
2014-09-01,Casual,3306
2014-09-01,Member,4997
2014-09-02,Casual,1403
2014-09-02,Member,7220
2014-09-03,Casual,1417
2014-09-03,Member,8995
2014-09-04,Casual,1561
2014-09-04,Member,9269
2014-09-05,Casual,1859
2014-09-05,Member,9147
2014-09-06,Casual,2781
2014-09-06,Member,6534
2014-09-07,Casual,3622
2014-09-07,Member,7607
2014-09-08,Casual,1728
2014-09-08,Member,8649
2014-09-09,Casual,1471
2014-09-09,Member,9507
2014-09-10,Casual,1403
2014-09-10,Member,9830
2014-09-11,Casual,1325
2014-09-11,Member,9672
2014-09-12,Casual,2193
2014-09-12,Member,9986
2014-09-13,Casual,2147
2014-09-13,Member,6060
2014-09-14,Casual,4086
2014-09-14,Member,7825
2014-09-15,Casual,1861
2014-09-15,Member,9487
2014-09-16,Casual,1905
2014-09-16,Member,10229
2014-09-17,Casual,1693
2014-09-17,Member,9940
2014-09-18,Casual,1447
2014-09-18,Member,10060
2014-09-19,Casual,2019
2014-09-19,Member,9836
2014-09-20,Casual,4472
2014-09-20,Member,8205
2014-09-21,Casual,3421
2014-09-21,Member,7316
2014-09-22,Casual,1563
2014-09-22,Member,9439
2014-09-23,Casual,1367
2014-09-23,Member,10225
2014-09-24,Casual,1112
2014-09-24,Member,8197
2014-09-25,Casual,518
2014-09-25,Member,6127
2014-09-26,Casual,2251
2014-09-26,Member,9880
2014-09-27,Casual,4422
2014-09-27,Member,8204
2014-09-28,Casual,3605
2014-09-28,Member,7299
2014-09-29,Casual,1587
2014-09-29,Member,9040
2014-09-29,Unknown,1
2014-09-30,Casual,1416
2014-09-30,Member,10192
2014-10-01,Casual,1229
2014-10-01,Member,9321
2014-10-02,Casual,1504
2014-10-02,Member,10192
2014-10-02,Unknown,1
2014-10-03,Casual,1688
2014-10-03,Member,9215
2014-10-04,Casual,3370
2014-10-04,Member,7272
2014-10-05,Casual,2809
2014-10-05,Member,6838
2014-10-06,Casual,1655
2014-10-06,Member,9000
2014-10-07,Casual,1122
2014-10-07,Member,8342
2014-10-08,Casual,1435
2014-10-08,Member,9826
2014-10-09,Casual,1614
2014-10-09,Member,9616
2014-10-10,Casual,1304
2014-10-10,Member,6840
2014-10-11,Casual,1572
2014-10-11,Member,4125
2014-10-12,Casual,3492
2014-10-12,Member,5927
2014-10-13,Casual,1080
2014-10-13,Member,5531
2014-10-14,Casual,1560
2014-10-14,Member,9340
2014-10-15,Casual,444
2014-10-15,Member,5656
2014-10-16,Casual,1180
2014-10-16,Member,8896
2014-10-17,Casual,2659
2014-10-17,Member,9281
2014-10-18,Casual,3938
2014-10-18,Member,6910
2014-10-19,Casual,2273
2014-10-19,Member,5848
2014-10-20,Casual,1202
2014-10-20,Member,8224
2014-10-21,Casual,745
2014-10-21,Member,6722
2014-10-22,Casual,240
2014-10-22,Member,4146
2014-10-23,Casual,1055
2014-10-23,Member,8699
2014-10-24,Casual,1716
2014-10-24,Member,8737
2014-10-25,Casual,3828
2014-10-25,Member,7354
2014-10-26,Casual,3307
2014-10-26,Member,6946
2014-10-27,Casual,1577
2014-10-27,Member,8961
2014-10-28,Casual,1419
2014-10-28,Member,10163
2014-10-29,Casual,771
2014-10-29,Member,8625
2014-10-30,Casual,887
2014-10-30,Member,9158
2014-10-31,Casual,1131
2014-10-31,Member,8444
2014-11-01,Casual,1128
2014-11-01,Member,4936
2014-11-02,Casual,894
2014-11-02,Member,4749
2014-11-03,Casual,619
2014-11-03,Member,7944
2014-11-04,Casual,750
2014-11-04,Member,9059
2014-11-05,Casual,700
2014-11-05,Member,8418
2014-11-06,Casual,422
2014-11-06,Member,6884
2014-11-07,Casual,846
2014-11-07,Member,7844
2014-11-08,Casual,1772
2014-11-08,Member,5779
2014-11-09,Casual,2002
2014-11-09,Member,5824
2014-11-10,Casual,1175
2014-11-10,Member,8119
2014-11-11,Casual,1720
2014-11-11,Member,9052
2014-11-12,Casual,779
2014-11-12,Member,8760
2014-11-13,Casual,485
2014-11-13,Member,6639
2014-11-14,Casual,479
2014-11-14,Member,6539
2014-11-15,Casual,1217
2014-11-15,Member,4721
2014-11-16,Casual,862
2014-11-16,Member,3875
2014-11-17,Casual,169
2014-11-17,Member,3914
2014-11-18,Casual,271
2014-11-18,Member,5257
2014-11-19,Casual,194
2014-11-19,Member,5788
2014-11-20,Casual,311
2014-11-20,Member,6923
2014-11-20,Unknown,1
2014-11-21,Casual,413
2014-11-21,Member,5932
2014-11-22,Casual,908
2014-11-22,Member,4653
2014-11-23,Casual,1107
2014-11-23,Member,4453
2014-11-24,Casual,1070
2014-11-24,Member,8072
2014-11-25,Casual,888
2014-11-25,Member,7239
2014-11-26,Casual,53
2014-11-26,Member,1371
2014-11-27,Casual,431
2014-11-27,Member,1412
2014-11-28,Casual,520
2014-11-28,Member,2089
2014-11-29,Casual,1010
2014-11-29,Member,2641
2014-11-30,Casual,973
2014-11-30,Member,3993
2014-12-01,Casual,460
2014-12-01,Member,5854
2014-12-02,Casual,57
2014-12-02,Member,2596
2014-12-03,Casual,223
2014-12-03,Member,6630
2014-12-04,Casual,346
2014-12-04,Member,6986
2014-12-05,Casual,279
2014-12-05,Member,5707
2014-12-06,Casual,287
2014-12-06,Member,2390
2014-12-07,Casual,703
2014-12-07,Member,4550
2014-12-08,Casual,263
2014-12-08,Member,5763
2014-12-09,Casual,75
2014-12-09,Member,3215
2014-12-10,Casual,261
2014-12-10,Member,6436
2014-12-11,Casual,293
2014-12-11,Member,6027
2014-12-12,Casual,446
2014-12-12,Member,6314
2014-12-13,Casual,738
2014-12-13,Member,4885
2014-12-14,Casual,754
2014-12-14,Member,4493
2014-12-15,Casual,554
2014-12-15,Member,7084
2014-12-16,Casual,212
2014-12-16,Member,5735
2014-12-17,Casual,495
2014-12-17,Member,6874
2014-12-18,Casual,241
2014-12-18,Member,6072
2014-12-19,Casual,308
2014-12-19,Member,5559
2014-12-20,Casual,442
2014-12-20,Member,3405
2014-12-21,Casual,622
2014-12-21,Member,2930
2014-12-22,Casual,155
2014-12-22,Member,2808
2014-12-23,Casual,224
2014-12-23,Member,3496
2014-12-24,Casual,57
2014-12-24,Member,1155
2014-12-25,Casual,779
2014-12-25,Member,856
2014-12-26,Casual,1170
2014-12-26,Member,1741
2014-12-27,Casual,2151
2014-12-27,Member,2030
2014-12-28,Casual,1126
2014-12-28,Member,1735
